"","x"
"1",0.849240204289401
"2",0.68626352204332
"3",0.837997137612793
"4",0.686453628245843
"5",0.875958742714399
"6",0.770630379285327
"7",0.713098730609246
"8",0.812289969581842
"9",0.810089391736395
"10",0.838271241595545
"11",0.670727160260012
"12",0.663789191167389
"13",0.699074074843715
"14",0.885045237993814
"15",0.850333058867292
"16",0.711237328930139
"17",0.752131872166351
"18",0.784837530693011
"19",0.861244589232011
"20",0.867487759732538
"21",0.653846294391353
"22",0.89269371637873
"23",0.79098612049761
"24",0.797538415729528
"25",0.621856837224771
"26",0.718366841524243
"27",0.840383898188446
"28",0.81079033931465
"29",0.861152989346025
"30",0.743246834410656
"31",0.781465559070043
"32",0.609883979651407
"33",0.782715982495895
"34",0.755465285312543
"35",0.582879928862079
"36",0.579660488134879
"37",0.516149752684871
"38",0.843026280363525
"39",0.790982240107018
"40",0.782963162711571
"41",0.936131840511024
"42",0.832585353560679
"43",0.837489934057827
"44",0.846026903392699
"45",0.65614558692983
"46",0.90558908001625
"47",0.856571046758434
"48",0.749564383136173
"49",0.74476961345378
"50",0.864269335055767
"51",0.693436136412968
"52",0.66513004875788
"53",0.775606511658391
"54",0.538083962285146
"55",0.719158724622591
"56",0.911476755803968
"57",0.824979056976302
"58",0.751702171234088
"59",0.769833916441187
"60",0.577265506982757
"61",0.540781329905879
"62",0.737627934265949
"63",0.785270005653773
"64",0.893184126591691
"65",0.66407881150926
"66",0.65800585988682
"67",0.839109662228769
"68",0.774876800021521
"69",0.764146199118912
"70",0.481238375688848
"71",0.820843597839842
"72",0.617020620353135
"73",0.740523057047976
"74",0.662691428396815
"75",0.868411260145213
"76",0.826834689982179
"77",0.656973668355962
"78",0.906574069643817
"79",0.7483960459488
"80",0.917146476911998
"81",0.733437876793654
"82",0.911913836818171
"83",0.716791506756853
"84",0.689701322327183
"85",0.699244309473341
"86",0.812561384301261
"87",0.906520466442999
"88",0.913260176111298
"89",0.516679544562781
"90",0.844043023750088
"91",0.749395360878028
"92",0.754483354697947
"93",0.741885210716482
"94",0.739498644528429
"95",0.836184920438381
"96",0.803390829052475
"97",0.795170852768319
"98",0.872400739544069
"99",0.727163612202046
"100",0.684370231807637
"101",0.771458898671297
"102",0.876705855232137
"103",0.821071473613699
"104",0.887379319214818
"105",0.710024557846
"106",0.873956528504386
"107",0.788143017811931
"108",0.76716665913976
"109",0.738892786400439
"110",0.812397296451243
"111",0.901351415741007
"112",0.759956059762219
"113",0.711748571488746
"114",0.767685534236898
"115",0.828764970321112
"116",0.81557403953137
"117",0.72569629985171
"118",0.810208778400573
"119",0.722068783723044
"120",0.674616590386182
"121",0.571845745860139
"122",0.761898492705321
"123",0.809610089318757
"124",0.74552293663298
"125",0.599600665151874
"126",0.714114002808363
"127",0.865419822152267
"128",0.859225818225438
"129",0.932839013869268
"130",0.751392437032641
"131",0.902704012949634
"132",0.917601826948232
"133",0.799666371621229
"134",0.842148087913156
"135",0.841507801617861
"136",0.745990560399074
"137",0.685539484506254
"138",0.627580430641544
"139",0.986908635697587
"140",0.813428192500053
"141",0.695286459810579
"142",0.835430542487943
"143",0.721816599880439
"144",0.857414051701736
"145",0.839832711468706
"146",0.918315023009909
"147",0.938480054046109
"148",0.609371546682596
"149",0.846312353880085
"150",0.74592330666285
"151",0.887461924278804
"152",0.840208365374213
"153",0.702949152351587
"154",0.648523735366011
"155",0.835904644140495
"156",0.754923979211622
"157",0.73625085194792
"158",0.654274366040162
"159",0.634561399709159
"160",0.763636687156855
"161",0.905034579799438
"162",0.64714139715274
"163",0.773710518892045
"164",0.854971207016543
"165",0.85983898779732
"166",0.760292172598854
"167",0.720787538514803
"168",0.622256542035782
"169",0.809514557193505
"170",0.677092999300631
"171",0.662233297491277
"172",0.744804941686214
"173",0.569568547593656
"174",0.761804969374004
"175",0.635219056321185
"176",0.650882334761777
"177",0.574713175868082
"178",0.470156914961161
"179",0.621571207671119
"180",0.589627013410513
"181",0.696322561058758
"182",0.594431637014324
"183",0.558613137673522
"184",0.862114785527512
"185",0.651298959820115
"186",0.853072785839866
"187",0.800392249287092
"188",0.861936871914357
"189",0.92592369907449
"190",0.761235782372056
"191",0.815258934265404
"192",0.683774524762908
"193",0.830020126776947
"194",0.678269961354642
"195",0.964677782625362
"196",0.877383259649803
"197",0.640508335177513
"198",0.767161389585609
"199",0.629587194265617
"200",0.81780719294043
"201",0.747173686353052
"202",0.918754756558778
"203",0.573907753339475
"204",0.783121503454513
"205",0.814358533681461
"206",0.634442314925331
"207",0.763018321723615
"208",0.885108498389969
"209",0.713380138957609
"210",0.638659258782254
"211",0.973094586974133
"212",0.69175687701741
"213",0.639227035688177
"214",0.703427752787066
"215",0.880475520632847
"216",0.583513791018405
"217",0.855551828469726
"218",0.830638575454851
"219",0.673187219791421
"220",0.63127092507228
"221",0.715037441431027
"222",0.612336767229415
"223",0.624221666873197
"224",0.792388321068391
"225",0.772903808398086
"226",0.766728856108298
"227",0.429123561036443
"228",0.787862410052234
"229",0.752528633429308
"230",0.778969590679553
"231",0.594544774384309
"232",0.667950492333663
"233",0.644675457469766
"234",0.674368329607079
"235",0.508505312056347
"236",0.379225460389625
"237",0.752121212338908
"238",0.748332860736799
"239",0.563137856086688
"240",0.85735867090826
"241",0.778436202397176
"242",0.712103606657605
"243",0.69670019351492
"244",0.836033969898793
"245",0.772265872526445
"246",0.819849525138788
"247",0.927092628049369
"248",0.868712021556728
"249",0.817580356244661
