"","x"
"1",0.422019093836131
"2",0.744404471825767
"3",0.87263492464603
"4",0.795694885074211
"5",0.616326068596872
"6",0.736104060298006
"7",0.750921172471329
"8",0.903633400279797
"9",0.757465202404376
"10",0.651199599466515
"11",0.631958829222336
"12",0.683842971694609
"13",0.669918658999264
"14",0.779632853331668
"15",0.616917294149158
"16",0.780353882827482
"17",0.622758768429524
"18",0.746104988145716
"19",0.891414121073347
"20",0.824959276807529
"21",0.64874457884725
"22",0.80802428118925
"23",0.890630475335261
"24",0.79554316597546
"25",0.890015066231135
"26",0.642381854469431
"27",0.588638940118321
"28",0.654295148277775
"29",0.62973920253393
"30",0.593222542969841
"31",0.821938857251533
"32",0.858779242306484
"33",0.566576288141116
"34",0.867012723148322
"35",0.835462672414306
"36",0.691098230980449
"37",0.886544985093528
"38",0.789900854883357
"39",0.850773607297897
"40",0.770544994162382
"41",0.79567644440542
"42",0.739316655289911
"43",0.909891921166569
"44",0.71473387651725
"45",0.714804234486599
"46",0.793869512726936
"47",0.723104096158376
"48",0.775107209155699
"49",0.652171780344316
"50",0.723093119905287
"51",0.689521500106322
"52",0.804023010983017
"53",0.854197090227314
"54",0.846429954021682
"55",0.75862103256135
"56",0.620442779770149
"57",0.702697522142356
"58",0.868957741817801
"59",0.852208029820489
"60",0.840807794132875
"61",0.785178452333835
"62",0.635822626761253
"63",0.932904520644501
"64",0.904948878459769
"65",0.667688496546415
"66",0.715537404779988
"67",0.839918181349027
"68",0.668660677373037
"69",0.784803496038007
"70",0.819488283622622
"71",0.613154967022331
"72",0.742962061216862
"73",0.879405134385327
"74",0.843665454936519
"75",0.841018506317163
"76",0.852150421285442
"77",0.920533413199341
"78",0.721705209722513
"79",0.889043742804622
"80",0.774995530656377
"81",0.856182145863832
"82",0.907045931558913
"83",0.742902014730699
"84",0.71745083901219
"85",0.794060123665642
"86",0.663098555530311
"87",0.922776928565585
"88",0.834052159204281
"89",0.762481639993659
"90",0.764728661772348
"91",0.832707060873687
"92",0.659598680963499
"93",0.815057629590579
"94",0.556519668344484
"95",0.846382808552016
"96",0.620127659508396
"97",0.676457040149719
"98",0.803846363622849
"99",0.848222211063585
"100",0.763294137418915
"101",0.792183424840279
"102",0.902960913589229
"103",0.736294225136435
"104",0.632378475359662
"105",0.568368268713405
"106",0.672217902091069
"107",0.599669149978378
"108",0.632242630282971
"109",0.674672938014652
"110",0.61470255652835
"111",0.718895058351825
"112",0.751620007454442
"113",0.567408118337136
"114",0.80254781530354
"115",0.436146956017111
"116",0.679967614314598
"117",0.73414993320351
"118",0.85282833493402
"119",0.922310660488853
"120",0.66771191088137
"121",0.866558975612385
"122",0.726835269136011
"123",0.906649002602019
"124",0.685183777248456
"125",0.781614662000209
"126",0.665737034722507
"127",0.780264702952633
"128",0.815894440846099
"129",0.705979120101115
"130",0.742998816787412
"131",0.748047526267027
"132",0.744753227928457
"133",0.77726969588998
"134",0.84451767406316
"135",0.848585894562033
"136",0.85993110204813
"137",0.697891313852389
"138",0.848500284650057
"139",0.60476240973957
"140",0.718320166982781
"141",0.769534495690578
"142",0.695872799202953
"143",0.820330491451215
"144",0.755410104008554
"145",0.689390839581459
"146",0.664602887507418
"147",0.832383115986612
"148",0.714899542806687
"149",0.871707893969245
"150",0.880952642071324
"151",0.835481618693358
"152",0.757570026043528
"153",0.728850027039523
"154",0.804413334973207
"155",0.763864288394042
"156",0.842459646479501
"157",0.759866060123584
"158",0.891346958448997
"159",0.739638999660995
"160",0.866639553713146
"161",0.762305165483198
"162",0.522396706545515
"163",0.816734088543871
"164",0.778308789819587
"165",0.812943324635069
"166",0.822412982977006
"167",0.860425311921017
"168",0.647568508277433
"169",0.765191706231186
"170",0.839548193745107
"171",0.628816684332855
"172",0.764223711148069
"173",0.713614713706822
"174",0.778446842542689
"175",0.698392185473699
"176",0.709508813113457
"177",0.895103303604783
"178",0.709450627795646
"179",0.877524061340032
"180",0.54643444983234
"181",0.787031461768085
"182",0.72807567919717
"183",0.738947063470253
"184",0.722932709686954
"185",0.885886997238388
"186",0.865758252986677
"187",0.682522161930617
"188",0.887678442975713
"189",0.859304310501069
"190",0.863804263974502
"191",0.501848096676032
"192",0.551488023828905
"193",0.574186617463475
"194",0.583434905187207
"195",0.909464198698171
"196",0.528676267318763
"197",0.718054583499997
"198",0.852670442708652
"199",0.858325556155623
"200",0.768355159261421
"201",0.793449183138891
"202",0.765262279954638
"203",0.76436947889722
"204",0.794157450260263
"205",0.799228156272528
"206",0.438975756027058
"207",0.725120136258481
"208",0.721583995072145
"209",0.833292425452711
"210",0.73575681548199
"211",0.920361262698285
"212",0.588181811213277
"213",0.676916223442923
"214",0.599647383308382
"215",0.667763318207341
"216",0.70033285689129
"217",0.710163967016519
"218",0.812958272253251
"219",0.737788317527424
"220",0.793676901761434
"221",0.823499593189315
"222",0.56047349212903
"223",0.590788111036005
"224",0.803054407438934
"225",0.63520370061059
"226",0.900340021535839
"227",0.915956442710493
"228",0.725979582402104
"229",0.647171191420223
"230",0.761733588139613
"231",0.747615203743269
"232",0.530921053976403
"233",0.788092754218942
"234",0.857095111767821
"235",0.65155180914312
"236",0.661966261192662
"237",0.629409875807361
"238",0.828841521422055
"239",0.898574604714813
"240",0.839222837545549
"241",0.803256433164307
"242",0.897273046461051
"243",0.721452288530924
"244",0.910228030369214
"245",0.811278246622591
"246",0.847780621880444
"247",0.888073484868194
"248",0.779967645221075
"249",0.877888651813112
"250",0.754042086099144
"251",0.78798496538889
"252",0.671811190495846
"253",0.78310613536344
"254",0.840484458688265
"255",0.914122972573606
"256",0.778095044144062
"257",0.654189772270543
"258",0.80557366594329
"259",0.789400224777742
"260",0.761465619875544
"261",0.852626051759562
"262",0.76218573804961
"263",0.759035220640976
"264",0.711111733380952
"265",0.691227249815971
"266",0.82736028502416
"267",0.718687675264248
"268",0.711701715628263
"269",0.388355539214139
"270",0.839215348594294
"271",0.723858097314312
"272",0.710337568671182
"273",0.79442426554829
"274",0.845648478248296
"275",0.848845702300192
"276",0.621438428551667
"277",0.801843189549816
"278",0.600269936374879
"279",0.803896631176595
"280",0.627031560598121
"281",0.921372513192546
"282",0.725141410801303
"283",0.677630586645651
"284",0.753661062081187
"285",0.969194985487559
"286",0.765407448947699
"287",0.784204895979475
"288",0.792758506507186
"289",0.780327569515925
"290",0.70741324876906
"291",0.8875420116308
"292",0.818329697331841
"293",0.759305411413595
"294",0.90057041344281
"295",0.671181097857552
"296",0.795265355318447
"297",0.782338475406363
"298",0.754031469777616
"299",0.858337574495439
"300",0.75986127835601
"301",0.739330130435547
"302",0.831472276485028
"303",0.664617586821004
"304",0.680724176990835
"305",0.828584125044583
"306",0.788443849952756
"307",0.784211100767269
"308",0.717270669246624
"309",0.803885554896993
"310",0.557779033244229
"311",0.720063078889984
"312",0.90111552690121
"313",0.812837505131026
"314",0.784585632338746
"315",0.722154739037566
"316",0.922978115021052
"317",0.673582922780653
"318",0.732040832644652
"319",0.831136998927403
"320",0.770576351275232
"321",0.783151189112828
"322",0.751445218384577
"323",0.896658740787411
"324",0.523797879864833
"325",0.496736697861354
"326",0.585940862051988
"327",0.779370704517551
"328",0.8123161273285
"329",0.784550781871259
"330",0.723867705362169
"331",0.720998373308903
"332",0.723030035526563
"333",0.886722056488624
"334",0.940435917260719
"335",0.81921624055324
"336",0.884191877316807
"337",0.801058194338272
"338",0.857768722247856
"339",0.828536557973411
"340",0.66315536173807
"341",0.825186268638419
"342",0.617091957226243
"343",0.866369562940098
"344",0.934071757720079
"345",0.885701708399531
"346",0.655488421748065
"347",0.755252239964659
"348",0.682470702673736
"349",0.721938406177134
"350",0.791283861217099
"351",0.780750115023549
"352",0.585093676303535
"353",0.783786273431189
"354",0.769097761067261
"355",0.840278256919962
"356",0.712247902046377
"357",0.727183157741452
"358",0.833314995866976
"359",0.905447718957924
"360",0.862961420379276
"361",0.844554112967923
"362",0.7630044675241
"363",0.856505891479522
"364",0.629376117242023
"365",0.788656242822531
"366",0.741992280276924
"367",0.778923238430141
"368",0.562416240831292
"369",0.658546086249748
"370",0.855054353870735
"371",0.861435309776674
"372",0.735491721803057
"373",0.874125734501823
"374",0.839929188300542
"375",0.837883407105585
"376",0.83867872650016
"377",0.752171739038362
"378",0.695839410004634
"379",0.620072677012578
"380",0.586724127255313
"381",0.527779969279878
"382",0.748116040556533
"383",0.859925916676675
"384",0.893337771659947
"385",0.852437680922787
"386",0.721372862916614
"387",0.72749873653693
"388",0.892366534098823
"389",0.833564421632857
"390",0.782455675400981
"391",0.724839300071208
"392",0.732406758619466
"393",0.787303240336895
"394",0.775858218941031
"395",0.85539119195537
"396",0.781642627242574
"397",0.88806043641283
"398",0.913173140309026
"399",0.822846966426177
"400",0.83418598516236
"401",0.791762930704775
"402",0.867530144906064
"403",0.793289813656653
"404",0.804496618785993
"405",0.869095980144741
"406",0.532144577303479
"407",0.896218373520063
"408",0.8330120842697
"409",0.795666131276861
"410",0.768551682873617
"411",0.721371170201877
"412",0.787770135952207
"413",0.640584759307502
"414",0.718215956533611
"415",0.722851061802091
"416",0.76044019568257
"417",0.808750548527281
"418",0.751203631907905
"419",0.925653350151731
"420",0.785216753807385
"421",0.90179281749602
"422",0.887682972480022
"423",0.578015463062166
"424",0.634549936623432
"425",0.800592287325435
"426",0.848042392419916
"427",0.654116995241511
"428",0.646742608295065
"429",0.780100802184257
"430",0.839286165773693
"431",0.728514210707504
"432",0.80111374659696
"433",0.686607211104011
"434",0.667440167300798
"435",0.929354594454306
"436",0.69307910911321
"437",0.715554450255007
"438",0.786339219279037
"439",0.73477069860447
"440",0.607083043804743
"441",0.820292864563399
"442",0.671728871960437
"443",0.788251668402906
"444",0.726581297316816
"445",0.659981782297401
"446",0.687612582631756
"447",0.717794154430449
"448",0.987019586759543
"449",0.878318956555647
"450",0.819094809492091
"451",0.76819395511299
"452",0.863732444911567
