"","x"
"1",0.777045283066369
"2",0.75979114102092
"3",0.700279943231575
"4",0.859290665673558
"5",0.762745453439966
"6",0.702663543964733
"7",0.743596149223622
"8",0.756859499876653
"9",0.676499958708745
"10",0.83097618481831
"11",0.594542345911749
"12",0.732262866335584
"13",0.835311474886174
"14",0.754727107857574
"15",0.836324865559222
"16",0.660028231522293
"17",0.675108727927815
"18",0.75835787198809
"19",0.795018043839392
"20",0.942019444408229
"21",0.63655938530351
"22",0.902241490369223
"23",0.744170844882194
"24",0.698644161893535
"25",0.884698696058268
"26",0.900208183118247
"27",0.707027573128429
"28",0.923492499888261
"29",0.745806126462939
"30",0.720044498727914
"31",0.691878848912731
"32",0.626356699513182
"33",0.673199544345816
"34",0.83378237993054
"35",0.784978188097755
"36",0.770840673788363
"37",0.706756521139396
"38",0.856839667878991
"39",0.471331385828784
"40",0.932236867559897
"41",0.733969465522772
"42",0.842831068026955
"43",0.839386464378205
"44",0.816018878362217
"45",0.812345944235884
"46",0.696834622497355
"47",0.774962970695721
"48",0.873817951976859
"49",0.549590688753858
"50",0.791833522221931
"51",0.659850174150961
"52",0.865865257542701
"53",0.87790137616398
"54",0.759266854300703
"55",0.808772880655239
"56",0.682092368802047
"57",0.701989180226684
"58",0.925882658212012
"59",0.726126239167456
"60",0.82251974601078
"61",0.758230540989097
"62",0.775321641817872
"63",0.741148443130941
"64",0.683438636251543
"65",0.817958382617782
"66",0.815918971648069
"67",0.720735038796642
"68",0.921727285858001
"69",0.86533937830824
"70",0.718525600784943
"71",0.757952972071394
"72",0.804735549407841
"73",0.843507794842462
"74",0.825518650839131
"75",0.87192262708315
"76",0.738990495716904
"77",0.594918874757682
"78",0.650828550646193
"79",0.792552480682201
"80",0.680496873751138
"81",0.730168305724882
"82",0.788529335958164
"83",0.897765660406306
"84",0.739094541166095
"85",0.605505789176183
"86",0.822281223038473
"87",0.671090225574802
"88",0.845958186738999
"89",0.78651292924796
"90",0.760673440895911
