"","x"
"1",0.383072235397304
"2",0.680903292657324
"3",0.457983068050382
"4",0.63193603009875
"5",0.706391307536487
"6",0.684474297023011
"7",0.690314876477354
"8",0.771592094687488
"9",0.642210408984222
"10",0.780002835635403
"11",0.852592195663291
"12",0.62338320255063
"13",0.736866874260695
"14",0.72651370479449
"15",0.716066286296231
"16",0.82771249915173
"17",0.775516942123958
"18",0.526291637923965
"19",0.728313005167591
"20",0.593551139902043
"21",0.673254892809549
"22",0.454105838784736
"23",0.796468625733177
"24",0.687386739759265
"25",0.815809374919017
"26",0.697531858065076
"27",0.433525458887878
"28",0.792786174905749
"29",0.901645127873417
"30",0.553651129341324
"31",0.772995874369328
"32",0.596208806685791
"33",0.683377631827691
"34",0.688596891782559
"35",0.699575746267667
"36",0.78352863688957
"37",0.51942733957872
"38",0.802046843073007
"39",0.446965401361145
"40",0.465095123092654
"41",0.72046817399793
"42",0.696420807190038
"43",0.824112423881164
"44",0.702917459207852
"45",0.666006706301297
"46",0.803800359260628
"47",0.710540438382126
"48",0.495976429002987
"49",0.548921699429963
"50",0.616438843481663
"51",0.789447844465623
"52",0.716159985078767
"53",0.706537354274719
"54",0.532916360668595
"55",0.853814937603496
"56",0.479106151572571
"57",0.787497701695842
"58",0.720372520496518
"59",0.803665544000597
"60",0.7200813577896
"61",0.673569174349013
"62",0.764709383621969
"63",0.582522959364257
"64",0.714835003080543
"65",0.711497958264107
"66",0.740987457044875
"67",0.764878055944312
"68",0.722104020536697
"69",0.650703766377423
"70",0.557960380984514
"71",0.825246730817148
"72",0.456264378673511
"73",0.479273056292088
"74",0.699507026992872
"75",0.89708952958689
"76",0.708875180398449
"77",0.560450330969385
"78",0.700242848397822
"79",0.708340172647582
"80",0.805641990932583
"81",0.241741879814185
"82",0.710855918337049
"83",0.754075609333891
"84",0.635335386389485
"85",0.819708353312858
"86",0.822612534187479
"87",0.618896850473639
"88",0.712296423718301
"89",0.647107755690123
"90",0.724011159557478
"91",0.719956646057349
"92",0.707752634156287
"93",0.577677398152166
"94",0.809786340016247
"95",0.810008523513437
"96",0.699791856893486
"97",0.751061399402216
"98",0.657429868045965
"99",0.788015810746626
"100",0.602185174459136
"101",0.70152339866674
"102",0.644036897419609
"103",0.586923631905569
"104",0.506258720750448
"105",0.589117840112462
"106",0.537404085480985
"107",0.542720543152185
"108",0.663534482013293
"109",0.800386128088323
"110",0.502222758452794
"111",0.808583018511956
"112",0.58106613108865
"113",0.695469199945432
"114",0.416016487098623
"115",0.724570928945852
"116",0.665060253161776
"117",0.873686562771614
"118",0.842289587531984
"119",0.406774606723188
"120",0.778195833751775
"121",0.85876065627938
"122",0.704698572249512
"123",0.786443042093718
"124",0.447478065930926
"125",0.713745681937451
"126",0.733486425527974
"127",0.54351595518075
"128",0.918708109826832
"129",0.75485064400906
"130",0.645118969284054
"131",0.697484378541279
"132",0.620234335265004
"133",0.512633741383711
"134",0.60485435520894
"135",0.740141320734
"136",0.56740589220939
"137",0.383468256510705
"138",0.439538959702192
"139",0.720662700002994
"140",0.678535727770819
"141",0.877671307359318
"142",0.554131290756344
"143",0.790003321280374
"144",0.738235890842337
"145",0.751637614487283
"146",0.749821437704232
"147",0.854767074920867
"148",0.672711330958343
"149",0.776190167875764
"150",0.504400230118217
"151",0.904050683269256
"152",0.842180025520551
"153",0.840257045738
"154",0.579713785643504
"155",0.748255217970076
"156",0.657435805894043
"157",0.610658017320355
"158",0.786160068181707
"159",0.804712203581682
"160",0.714288410624222
"161",0.785779177362716
"162",0.548057476143322
"163",0.890115622972153
"164",0.596939689206302
"165",0.644901347808496
"166",0.700796279255648
"167",0.626293192862581
"168",0.823708343540305
"169",0.765731503241924
"170",0.524949264571068
"171",0.594128894971118
"172",0.906235661961867
"173",0.748540436367109
"174",0.60236512050713
"175",0.611254387610031
"176",0.933476985093701
"177",0.631578189008962
"178",0.679277662510471
"179",0.923132462470488
"180",0.686844404553795
"181",0.901811247174137
"182",0.88232106704214
"183",0.601422619305513
"184",0.644856223276427
"185",0.931683614269724
"186",0.817850008148338
"187",0.620579104885707
"188",0.740052550211892
"189",0.484762777947016
"190",0.602414398881835
"191",0.563561256947009
"192",0.759352748203472
"193",0.651402301393158
"194",0.388308643182471
"195",0.762712229261658
"196",0.834469753170354
"197",0.686858546727622
"198",0.613285142236904
"199",0.64354196930824
"200",0.749428998031051
"201",0.806271503199228
"202",0.695149854570922
"203",0.706125164665845
"204",0.42066516904117
"205",0.636444664901268
"206",0.743455690380757
"207",0.757088371010772
"208",0.79555196475271
"209",0.835813003328239
"210",0.625353658602452
"211",0.769677005654681
"212",0.593549712135235
"213",0.665160239515565
"214",0.672677300160299
"215",0.683807325244971
"216",0.560737755284035
"217",0.631925320813824
"218",0.727772183624741
"219",0.59842249023839
"220",0.719543346466889
"221",0.575687732532999
"222",0.738194638634167
"223",0.761126052195012
"224",0.546967180109157
"225",0.615440542576613
"226",0.785028314053292
"227",0.69951434672269
"228",0.737289034416767
"229",0.732852494669994
"230",0.557901260269192
"231",0.48756771656793
"232",0.621702599316807
"233",0.646192931779075
"234",0.593253450689023
"235",0.761149664580507
"236",0.807708801979079
"237",0.683230170586613
"238",0.606431301246029
"239",0.609711643636827
"240",0.606194690493816
"241",0.915236063779377
"242",0.751405959249033
"243",0.561748089874785
"244",0.730575272591662
"245",0.773004450566316
"246",0.791825936159712
"247",0.76150621234807
"248",0.553402701191427
"249",0.622350363617314
"250",0.616350005733179
"251",0.861203057252525
"252",0.722622753370609
"253",0.668493312607831
"254",0.60270411960248
"255",0.91328700160773
"256",0.774623765071566
"257",0.581380266288663
"258",0.762439833776498
"259",0.654913708709183
"260",0.512230424703766
"261",0.547251977434601
"262",0.612179818704765
"263",0.764620330499116
"264",0.471174977665264
"265",0.621072915970975
"266",0.540681520179247
"267",0.852548376628121
"268",0.684066099579199
"269",0.814660060367186
"270",0.779700718363528
"271",0.825314350419674
"272",0.818337730247545
"273",0.874550402336281
"274",0.672378172024252
"275",0.563018947814654
"276",0.816957710527399
"277",0.824553946240599
"278",0.640112535359655
"279",0.556401281952902
"280",0.426283651689837
"281",0.533108915761894
"282",0.715361571530016
"283",0.595560484750597
"284",0.541393917311408
"285",0.743109069097473
"286",0.558293220521916
"287",0.662044348813779
"288",0.525407895108513
"289",0.656247724178821
"290",0.609052175289765
"291",0.792106010858242
