-0.600816518,-0.720712541,1,1,-1,-1,-1,0,0.136705759
0.998832745,0.053165214,0.96827037,1,-0.843414289,-1,-1,0,0.136705759
0.999202622,0.056348922,0.953221813,0.999954518,-0.714352075,-1,-1,0,0.568352879
0.99929619,0.063989821,0.917259058,1,-0.663497481,-1,-1,0,0.136705759
0.99793981,0.04775291,0.993675239,1,-0.956669987,-1,-1,0,0.136705759
0.631386843,-0.048644405,0.954488522,1,-0.805584331,-1,-1,0,1
0.999015691,0.073222575,0.874286649,1,-0.51601411,-1,-1,0,0.568352879
0.632381861,0.006683076,0.767493438,0.999695341,-0.419530125,-1,-1,0,0.136705759
0.99851905,0.105059656,0.734715619,0.9996874,-0.326154156,-1,-1,0,0.568352879
-0.390605036,-0.525629728,0.672887581,1,-0.421982418,-1,-1,0,0.136705759
-0.402550666,-0.573223658,0.933319247,0.999954518,-0.73300397,-1,-1,0,-0.405926283
-0.600429695,-0.716528459,0.954567346,0.999309825,-0.867637955,-1,-1,0,0.136705759
0.999011192,0.084047182,0.825517933,0.999918421,-0.501680687,-1,-1,0,0.136705759
0.999013555,0.121614938,0.668012414,0.999954518,-0.267331606,-1,-1,0,0.568352879
0.998409843,0.058259147,0.943345251,1,-0.705038458,-1,-1,0,0.568352879
-0.402719846,-0.582114832,1,1,-1,-1,-1,0,-0.405926283
0.998727478,0.072904204,0.874983565,0.999954518,-0.496987623,-1,-1,0,-0.405926283
0.999238134,0.169052188,0.491178614,0.999924196,-0.038949569,-1,-1,0,0.136705759
0.999389116,0.08309207,0.829664119,0.999954518,-0.282884767,-1,1,0,0.568352879
0.998619072,0.072904204,0.874675284,0.999856334,-0.665490908,-1,-1,0,0.136705759
0.631583456,0.00063403,0.796191385,0.999684512,-0.39062388,-1,-1,0,0.568352879
0.999007315,0.154725502,0.542436352,0.999954518,-0.198680393,-1,-1,0,0.136705759
0.998861685,0.116839376,0.686760094,0.999954518,-0.225892738,-1,-1,0,0.136705759
-0.360110373,-0.552303249,1,1,-1,-1,-1,0,0.136705759
0.998537228,0.096463644,0.771067628,0.999954518,-0.462797722,-1,-1,0,0.136705759
0.217171027,-0.164229664,0.789976948,0.999954518,-0.402955853,-1,-1,0,-0.405926283
0.998609446,0.100284094,0.754750274,0.999954518,-0.375403306,-1,-1,0,0.136705759
0.999028361,0.103467802,0.742027392,0.999954518,-0.486158926,-1,-1,0,-0.405926283
0.999103035,0.088822745,0.804601162,0.999954518,-0.468874415,-1,-1,0,-1
-0.726391498,-0.808578258,1,1,-1,-1,-1,0,0.136705759
0.999084656,0.141035557,0.59306116,0.999922752,-0.316467531,-1,-1,0,-1
-0.162350283,-0.405860387,0.955976868,1,-0.79738713,-1,-1,0,-0.405926283
-0.360315029,-0.537135953,0.893024118,1,-0.581688145,-1,-1,0,0.136705759
0.99938495,0.1776482,0.46184247,0.999928528,-0.055965087,-1,-1,0,0.136705759
0.99937263,0.123843534,0.659486012,0.999954518,-0.292589435,-1,-1,0,0.568352879
-0.402719846,-0.582114832,1,1,-1,-1,-1,0,-0.405926283
0.999157778,0.118749601,0.679561462,0.999954518,-0.199821404,-1,-1,0,0.568352879
0.999328309,0.166186851,0.501368977,0.999786305,-0.18395425,-1,-1,0,0.568352879
0.998914127,0.181787021,0.447231983,0.999907592,-0.021733217,-1,-1,0,0.568352879
0.998641741,0.09105134,0.794464078,0.999954518,-0.20927198,-1,-1,0,0.136705759
0.999494286,0.133394658,0.622582143,0.999954518,-0.096707379,-1,-1,0,0.568352879
0.998819276,0.144856007,0.578414773,0.999921308,-0.318200657,-1,-1,0,-1
-0.390275044,-0.428872837,0.180905416,-0.012324539,-0.538158627,-1,-1,0,1
0.998954009,0.135623253,0.613602528,0.999954518,-0.138943651,-1,-1,0,0.568352879
-0.390712957,-0.433056918,0.197304184,-0.022715479,-0.511542572,-1,-1,0,1
0.998988644,0.093916677,0.78232257,0.999954518,-0.385680266,-1,-1,0,0.568352879
0.998770355,0.16555011,0.503310383,0.999784862,-0.263035218,-1,-1,0,0.568352879
0.999556001,0.14994994,0.560138847,0.999787749,-0.155444057,-1,-1,0,0.136705759
0.999320184,0.168097076,0.494666612,0.999322098,-0.069132397,-1,-1,0,0.568352879
0.998792289,0.11843123,0.68061779,0.999954518,-0.260643999,-1,-1,0,0.136705759
0.999218538,0.14199067,0.589449581,0.999320654,-0.100060477,-1,-1,0,0.568352879
0.999520313,0.162366401,0.515222453,0.999954518,0.099841136,1,-1,0,0.568352879
-0.16174028,0.095508532,-0.266111454,1,0.764272834,-1,-1,0,-0.405926283
0.998425078,0.114929151,0.694276837,0.999842617,-0.444274472,-1,-1,0,0.136705759
0.999276406,0.070675608,0.885787882,0.999954518,-0.567582011,-1,-1,0,0.568352879
0.99910384,0.11843123,0.680762222,0.999954518,-0.219840742,-1,-1,0,0.568352879
0.999361067,0.144219265,0.581356613,0.99978053,-0.351676537,-1,-1,0,-1
0.999293413,0.139125332,0.60029075,0.999954518,-0.031263161,-1,-1,0,-0.405926283
0.999409804,0.133076287,0.623554027,0.999954518,-0.11710623,-1,-1,0,0.568352879
0.998781314,0.184015616,0.439529499,0.946527283,-0.405257745,-1,-1,0,-0.405926283
0.999093103,0.141672299,0.5906912,0.999954518,-0.093905534,-1,-1,0,0.136705759
0.631550724,0.043295719,0.597844994,0.999711946,-0.367597016,-1,-1,0,-0.405926283
0.008497339,-0.259417524,0.835176975,0.999954518,-0.567527676,-1,-1,0,0.136705759
0.632613699,0.03979364,0.614388452,0.999473705,-0.413741708,-1,-1,0,-0.405926283
-0.402719846,-0.582114832,1,1,-1,-1,-1,0,-0.405926283
0.999013579,0.130847691,0.631765953,0.999954518,-0.088335063,-1,-1,0,0.136705759
0.998765673,0.162684772,0.513205144,0.997317268,-0.139455695,-1,-1,0,0.568352879
0.631703353,0.205983202,0.032509445,0.122012316,-0.246697541,-1,-1,0,0.568352879
0.999354362,0.127663983,0.644590069,0.999954518,-0.153810809,1,-1,0,0.136705759
0.009184082,-0.279814923,0.923310831,1,-0.625796137,-1,-1,0,0.136705759
0.999090182,0.124798646,0.655588504,0.999954518,-0.048079831,-1,-1,0,0.568352879
0.998711103,0.288122871,0.129059952,0.929615095,-0.04658305,-1,-1,0,0.136705759
0.632430374,0.149631569,0.201521732,0.660336921,-0.386511086,-1,-1,0,0.136705759
0.999459113,0.276343151,0.161312006,0.85332688,-0.154888738,1,-1,0,-1
-0.600816518,-0.720712541,1,1,-1,-1,-1,0,0.136705759
0.999402628,0.174146121,0.473888294,0.999954518,0.026059317,-1,-1,0,0.568352879
0.999635815,0.206938315,0.364950587,0.999954518,0.134702323,-1,-1,0,0.568352879
0.998982571,0.127663983,0.644324277,0.999774033,-0.167658012,-1,-1,0,0.136705759
0.999576916,0.115565892,0.69272612,0.998829734,-0.232270327,-1,-1,0,0.568352879
-0.390276353,-0.354082375,-0.044108758,0.440964354,-0.078410272,-1,-1,0,0.568352879
0.999087468,0.11843123,0.68092148,0.999954518,-0.237811665,-1,-1,0,0.568352879
0.998769008,0.188791179,0.423155006,0.997837787,-0.090734785,-1,-1,0,0.568352879
0.999340086,0.104741285,0.737156796,0.999954518,-0.34461666,-1,-1,0,0.136705759
0.998911794,0.246097924,0.245388592,0.978378592,0.02414201,-1,-1,0,0.568352879
0.998961376,0.127663983,0.644239133,0.998113568,-0.241129311,-1,-1,0,0.568352879
0.998607723,0.227632417,0.299647254,0.999954518,0.052576645,-1,-1,0,0.568352879
0.999262188,0.262016465,0.200543084,0.772871622,-0.268739825,1,-1,0,-1
0.63133238,0.148358086,0.204592712,0.654852336,-0.382428146,-1,1,0,0.136705759
0.998729761,0.205664831,0.368013023,0.998325097,0.141762404,-1,-1,0,0.136705759
0.998817378,0.331739672,0.01941773,0.99245283,0.095660141,-1,-1,0,0.568352879
0.999206209,0.10283106,0.744513643,0.999954518,-0.212496938,-1,-1,0,0.136705759
0.999499637,0.146766232,0.571871985,0.999954518,0.002122195,-1,-1,0,0.568352879
0.999368147,0.132439545,0.625867813,0.999954518,0.008785514,-1,-1,0,0.136705759
0.999382097,0.144219265,0.581407495,0.999954518,-0.016146761,-1,-1,0,0.136705759
