0.800000	4.000000	100000.000000	1.000000	0.290000	1.000000	20.000000	0	-1.#IND00	-1.#IND00
0.500000	8.000000	110000.000000	8.000000	0.070000	3.000000	22.000000	26	-1.#IND00	-1.#IND00
0.700000	5.000000	50000.000000	1.000000	0.240000	9.000000	13.000000	14	-1.#IND00	-1.#IND00
0.000000	4.000000	80000.000000	5.900000	0.040000	9.000000	22.000000	15	1.590570	0.030552
0.200000	2.000000	100000.000000	4.000000	0.080000	5.000000	13.000000	4	1.136970	0.037397
0.800000	8.000000	100000.000000	3.000000	0.230000	3.000000	24.000000	27	-1.#IND00	-1.#IND00
0.800000	3.000000	60000.000000	9.000000	0.030000	8.000000	15.000000	27	1.548371	0.038130
0.100000	2.000000	100000.000000	4.000000	0.080000	5.000000	20.000000	1	1.319150	0.040392
0.200000	2.000000	100000.000000	4.000000	0.080000	2.400000	20.000000	21	1.153086	0.067887
0.500000	2.000000	100000.000000	7.000000	0.060000	5.000000	25.000000	18	1.064890	0.143586
0.700000	5.000000	130000.000000	10.000000	0.020000	4.000000	20.000000	26	2.772171	0.086158
1.200000	9.000000	80000.000000	9.500000	0.030000	7.000000	29.000000	25	1.023165	0.036794
0.000000	3.600000	61000.000000	1.000000	0.340000	10.000000	26.000000	0	0.944988	0.095938
0.200000	2.000000	100000.000000	4.000000	0.080000	5.000000	20.000000	2	1.027684	0.068539
1.700000	2.000000	100000.000000	4.000000	0.000000	5.300000	11.000000	9	-1.#IND00	-1.#IND00
0.600000	6.200000	141000.000000	9.500000	0.170000	2.100000	16.000000	1	3.495412	0.134633
0.200000	2.000000	100000.000000	4.000000	0.080000	9.600000	26.000000	26	1.514259	0.132963
0.200000	7.000000	60000.000000	3.000000	0.260000	5.000000	27.000000	17	1.868771	0.106990
0.900000	5.000000	140000.000000	4.000000	0.000000	3.000000	15.000000	6	-1.#IND00	-1.#IND00
0.200000	5.200000	110000.000000	3.000000	0.340000	4.000000	20.000000	6	3.671927	0.137415
0.200000	2.000000	67000.000000	6.000000	0.150000	2.000000	14.000000	0	1.763155	0.081618
0.900000	1.000000	70000.000000	7.000000	0.080000	10.000000	10.000000	19	2.873491	0.086437
0.500000	3.000000	130000.000000	8.000000	0.080000	6.500000	20.000000	1	2.783946	0.104698
0.100000	5.000000	111000.000000	3.300000	0.130000	7.000000	19.000000	14	1.290681	0.141107
0.000000	3.000000	92000.000000	2.000000	0.240000	10.100000	16.000000	2	1.554925	0.144166
0.200000	5.200000	100000.000000	4.000000	0.000000	7.300000	24.000000	3	-1.#IND00	-1.#IND00
0.300000	9.000000	100000.000000	4.000000	0.080000	5.000000	20.000000	1	1.860160	0.074782
0.200000	2.000000	100000.000000	4.000000	0.040000	10.000000	16.000000	8	0.845385	0.136756
0.200000	6.000000	56000.000000	6.300000	0.090000	9.000000	21.000000	1	2.399108	0.131061
1.100000	7.000000	80000.000000	1.000000	0.000000	8.300000	16.000000	5	-1.#IND00	-1.#IND00
0.400000	7.000000	89000.000000	9.000000	0.080000	5.000000	20.000000	1	3.759920	0.094458
0.200000	1.000000	110000.000000	9.000000	0.000000	7.000000	21.000000	1	-1.#IND00	-1.#IND00
0.200000	8.000000	100000.000000	3.000000	0.000000	9.000000	10.000000	28	-1.#IND00	-1.#IND00
0.800000	8.000000	90000.000000	4.000000	0.080000	5.000000	20.000000	1	4.079282	0.087066
0.400000	6.000000	130000.000000	6.000000	0.040000	5.000000	11.000000	26	1.094984	0.088888
0.200000	0.200000	106000.000000	10.000000	0.000000	6.900000	20.000000	23	-1.#IND00	-1.#IND00
0.000000	6.100000	70000.000000	8.900000	0.220000	1.700000	24.000000	11	2.886908	0.149935
0.400000	0.900000	111000.000000	7.000000	0.000000	3.800000	12.000000	23	-1.#IND00	-1.#IND00
0.000000	9.300000	133000.000000	1.000000	0.000000	4.000000	11.000000	14	-1.#IND00	-1.#IND00
0.200000	2.000000	100000.000000	4.000000	0.080000	5.000000	20.000000	4	1.109553	0.070770
0.100000	4.000000	120000.000000	3.000000	0.290000	10.300000	27.000000	6	2.997429	0.146975
0.200000	2.000000	100000.000000	2.100000	0.370000	9.800000	29.000000	3	1.705392	0.146632
0.100000	3.000000	50000.000000	4.000000	0.250000	9.000000	20.000000	1	2.684283	0.133699
0.000000	4.900000	100000.000000	6.000000	0.120000	3.000000	16.000000	1	2.340744	0.084977
0.700000	9.000000	110000.000000	9.000000	0.040000	2.000000	13.000000	21	1.358678	0.127230
0.300000	4.600000	86000.000000	8.000000	0.000000	10.500000	10.000000	7	-1.#IND00	-1.#IND00
0.000000	3.000000	60000.000000	4.000000	0.080000	5.000000	20.000000	1	1.144068	0.145085
1.900000	7.000000	50000.000000	8.000000	0.050000	5.000000	21.000000	10	0.989729	0.059481
0.100000	2.000000	50000.000000	10.000000	0.090000	7.000000	23.000000	17	4.203419	0.127330
0.200000	5.000000	130000.000000	5.000000	0.150000	4.000000	19.000000	5	1.610716	0.094760
0.200000	8.000000	97000.000000	6.600000	0.000000	1.800000	14.000000	19	-1.#IND00	-1.#IND00
0.900000	7.000000	130000.000000	10.000000	0.000000	9.000000	20.000000	1	-1.#IND00	-1.#IND00
0.200000	2.000000	100000.000000	4.000000	0.080000	5.000000	11.000000	20	0.941924	0.069037
0.200000	4.500000	118000.000000	10.500000	0.000000	7.000000	23.000000	20	-1.#IND00	-1.#IND00
0.200000	2.000000	100000.000000	3.000000	0.150000	10.000000	10.000000	7	1.475368	0.071387
0.500000	4.000000	100000.000000	10.000000	0.000000	8.000000	26.000000	28	-1.#IND00	-1.#IND00
0.100000	6.000000	90000.000000	1.000000	0.170000	5.000000	16.000000	9	0.650423	0.141881
0.200000	4.700000	100000.000000	4.000000	0.080000	5.000000	29.000000	4	3.388693	0.133229
0.000000	4.000000	70000.000000	2.000000	0.430000	8.000000	25.000000	22	2.144636	0.143584
0.100000	6.000000	114000.000000	3.000000	0.140000	10.000000	27.000000	0	0.906672	0.139175
0.200000	4.600000	100000.000000	4.000000	0.000000	6.000000	26.000000	23	-1.#IND00	-1.#IND00
0.500000	9.000000	98000.000000	7.100000	0.040000	9.100000	14.000000	5	1.333002	0.086151
0.200000	2.000000	64000.000000	4.000000	0.290000	4.000000	22.000000	1	1.835089	0.142227
0.100000	5.000000	80000.000000	10.000000	0.000000	5.000000	12.000000	3	-1.#IND00	-1.#IND00
0.200000	8.000000	100000.000000	4.000000	0.080000	5.000000	26.000000	1	0.779146	0.044881
0.400000	3.000000	110000.000000	7.000000	0.110000	4.000000	26.000000	14	1.604347	0.100020
0.300000	9.000000	140000.000000	10.000000	0.120000	4.000000	20.000000	7	3.671706	0.125178
0.700000	5.000000	140000.000000	4.000000	0.080000	5.000000	20.000000	1	0.939292	0.048049
0.100000	4.900000	97000.000000	5.900000	0.000000	2.000000	18.000000	27	-1.#IND00	-1.#IND00
0.200000	3.100000	140000.000000	5.000000	0.000000	2.000000	18.000000	28	-1.#IND00	-1.#IND00
1.900000	2.000000	110000.000000	8.000000	0.040000	8.000000	16.000000	16	1.667523	0.082677
0.200000	2.000000	110000.000000	5.000000	0.000000	7.000000	18.000000	0	-1.#IND00	-1.#IND00
0.100000	6.000000	60000.000000	9.000000	0.090000	8.000000	26.000000	24	3.027508	0.132236
0.200000	2.000000	100000.000000	10.000000	0.000000	5.000000	26.000000	5	-1.#IND00	-1.#IND00
0.200000	4.000000	141000.000000	9.000000	0.020000	10.600000	11.000000	5	1.980332	0.111151
1.100000	4.000000	120000.000000	4.000000	0.030000	9.000000	20.000000	3	1.404582	0.118311
0.100000	2.000000	51000.000000	4.000000	0.080000	5.000000	20.000000	7	0.743703	0.063540
0.100000	2.000000	81000.000000	3.000000	0.310000	5.000000	27.000000	0	11.874528	0.126126
0.200000	7.500000	130000.000000	3.100000	0.210000	3.900000	10.000000	9	1.479428	0.143324
1.200000	8.000000	120000.000000	10.000000	0.000000	8.000000	29.000000	22	-1.#IND00	-1.#IND00
1.400000	8.000000	130000.000000	10.000000	0.010000	8.000000	29.000000	22	4.413125	0.073719
0.600000	5.000000	140000.000000	5.000000	0.070000	6.000000	14.000000	5	1.532306	0.054460
0.200000	2.000000	100000.000000	4.000000	0.000000	10.000000	23.000000	15	-1.#IND00	-1.#IND00
0.200000	2.000000	130000.000000	8.000000	0.180000	4.000000	28.000000	13	3.264131	0.147466
0.200000	1.900000	88000.000000	8.500000	0.000000	6.000000	19.000000	14	-1.#IND00	-1.#IND00
0.200000	2.000000	100000.000000	4.000000	0.080000	5.000000	12.000000	2	1.005137	0.135454
0.400000	9.000000	50000.000000	4.000000	0.110000	6.500000	20.000000	1	1.080465	0.110718
0.200000	2.000000	100000.000000	4.100000	0.080000	5.000000	28.000000	6	0.763397	0.039050
1.500000	2.000000	50000.000000	10.000000	0.020000	8.000000	19.000000	3	0.924940	0.081303
0.200000	9.000000	128000.000000	7.000000	0.000000	8.000000	20.000000	28	-1.#IND00	-1.#IND00
0.100000	9.000000	124000.000000	10.700000	0.000000	10.700000	28.000000	2	-1.#IND00	-1.#IND00
0.200000	2.000000	100000.000000	4.000000	0.080000	10.000000	10.000000	14	2.547327	0.143309
0.300000	8.000000	80000.000000	4.000000	0.080000	5.000000	20.000000	1	1.306135	0.053927
1.500000	8.000000	110000.000000	7.000000	0.000000	5.000000	20.000000	13	-1.#IND00	-1.#IND00
0.200000	2.000000	100000.000000	6.400000	0.000000	4.000000	27.000000	10	-1.#IND00	-1.#IND00
0.000000	5.100000	80000.000000	4.000000	0.000000	7.000000	24.000000	2	-1.#IND00	-1.#IND00
0.200000	4.700000	78000.000000	4.900000	0.000000	9.100000	17.000000	28	-1.#IND00	-1.#IND00
0.000000	9.000000	140000.000000	4.000000	0.120000	2.000000	15.000000	2	1.465883	0.137471
1.000000	1.000000	140000.000000	6.000000	0.000000	8.000000	20.000000	29	-1.#IND00	-1.#IND00
0.400000	4.000000	50000.000000	4.600000	0.080000	5.000000	20.000000	1	0.808040	0.103187
0.200000	4.200000	100000.000000	4.000000	0.080000	5.000000	13.000000	22	0.815600	0.077567
0.200000	2.000000	100000.000000	4.000000	0.080000	5.000000	20.000000	2	0.949572	0.093685
0.200000	3.000000	130000.000000	7.000000	0.060000	1.000000	10.000000	16	0.830263	0.090767
1.800000	5.000000	100000.000000	4.000000	0.080000	9.400000	20.000000	1	0.990573	0.039188
0.000000	9.000000	140000.000000	2.000000	0.370000	4.400000	27.000000	28	-1.#IND00	-1.#IND00
0.900000	2.000000	90000.000000	2.000000	0.000000	5.000000	27.000000	5	-1.#IND00	-1.#IND00
0.600000	4.000000	50000.000000	7.000000	0.210000	5.000000	13.000000	18	2.623895	0.137190
1.400000	9.000000	100000.000000	4.800000	0.040000	1.000000	19.000000	24	0.633404	0.070016
0.800000	1.000000	100000.000000	8.600000	0.000000	5.000000	20.000000	1	-1.#IND00	-1.#IND00
0.200000	5.800000	70000.000000	9.000000	0.060000	5.800000	13.000000	11	3.178325	0.149512
0.000000	7.300000	124000.000000	1.600000	0.210000	8.000000	10.000000	7	0.907327	0.088253
0.200000	5.400000	100000.000000	6.000000	0.090000	4.000000	19.000000	5	1.248538	0.120184
