7.000000	1.500000	1.400000	3.100000	1.200000	1.400000	15	-1.#IND00	-1.#IND00
1.000000	1.100000	2.700000	3.300000	0.000000	2.700000	21	-1.#IND00	-1.#IND00
8.000000	1.000000	3.500000	0.100000	2.400000	3.500000	1	-1.#IND00	-1.#IND00
2.000000	1.100000	1.600000	2.300000	0.100000	1.600000	0	1.337632	0.019648
1.000000	1.500000	2.000000	0.200000	0.200000	2.000000	0	1.513685	0.035308
8.000000	1.700000	3.400000	0.000000	1.200000	3.400000	12	-1.#IND00	-1.#IND00
3.000000	3.400000	3.900000	3.600000	2.000000	3.900000	1	2.949247	0.130039
2.000000	1.000000	3.800000	0.600000	2.000000	3.800000	1	185988840087967740000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000	0.435351
6.000000	2.300000	1.700000	1.200000	3.800000	1.700000	0	2.315415	0.121111
7.000000	3.500000	2.200000	3.800000	0.200000	2.200000	0	1.437901	0.115438
5.000000	0.300000	0.500000	1.300000	0.300000	0.500000	0	2.273354	0.116287
3.000000	1.700000	2.000000	1.400000	2.000000	2.000000	0	1.074682	0.048610
8.000000	1.400000	0.200000	1.200000	2.200000	0.200000	0	1.162366	0.026385
3.000000	1.500000	2.000000	0.700000	2.000000	2.000000	0	1.634764	0.066307
2.000000	2.500000	2.700000	0.500000	2.500000	2.700000	0	2.642605	0.092582
9.000000	0.000000	0.000000	0.600000	3.800000	0.000000	1	1.#INF00	0.411116
9.000000	2.500000	2.000000	0.600000	2.000000	2.000000	0	3.215893	0.108367
2.000000	1.500000	3.300000	2.700000	1.300000	3.300000	0	1.090661	0.071503
8.000000	0.500000	2.100000	0.500000	2.900000	2.100000	0	1.339045	0.101836
6.000000	0.100000	3.100000	0.600000	0.300000	3.100000	1	1.#INF00	0.351326
3.000000	3.500000	2.400000	3.300000	2.000000	2.400000	1	2.408233	0.142528
8.000000	0.000000	0.100000	0.500000	0.100000	0.100000	1	1.#INF00	0.405251
7.000000	2.000000	1.600000	3.600000	1.000000	1.600000	0	2.463406	0.104480
8.000000	0.000000	0.300000	0.600000	2.200000	0.300000	1	1.#INF00	0.453035
2.000000	0.200000	0.000000	0.500000	0.400000	0.000000	1	129510291005060900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000	0.457056
7.000000	0.200000	0.700000	0.800000	3.300000	0.700000	1	1.#INF00	0.399291
3.000000	0.100000	2.300000	3.100000	3.800000	2.300000	0	0.836937	0.069130
5.000000	0.100000	0.500000	0.500000	0.100000	0.500000	1	1.#INF00	0.467206
9.000000	1.000000	2.500000	0.400000	1.700000	2.500000	0	1.463481	0.125619
6.000000	3.400000	0.800000	0.800000	1.200000	0.800000	3	1.#INF00	0.487143
7.000000	2.400000	0.200000	0.400000	3.400000	0.200000	1	1.#INF00	0.421798
4.000000	0.100000	0.300000	0.700000	0.100000	0.300000	1	1.#INF00	0.450128
1.000000	2.100000	0.800000	3.900000	2.400000	0.800000	0	1.480806	0.117133
5.000000	2.000000	2.000000	1.000000	3.200000	2.000000	0	3.990351	0.094389
4.000000	1.600000	1.900000	1.700000	2.300000	1.900000	0	1.333910	0.111146
8.000000	0.200000	2.800000	3.800000	1.400000	2.800000	0	0.593062	0.094621
4.000000	0.100000	0.900000	0.500000	1.200000	0.900000	1	1.#INF00	0.454213
9.000000	0.000000	0.000000	0.500000	3.700000	0.000000	1	1.#INF00	0.450975
6.000000	0.000000	0.200000	0.400000	2.300000	0.200000	2	1.#INF00	0.507440
2.000000	1.500000	1.200000	0.500000	1.300000	1.200000	1	146043364671472420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000	0.421749
6.000000	2.700000	3.300000	0.000000	2.100000	3.300000	1	-1.#IND00	-1.#IND00
2.000000	3.100000	1.200000	2.900000	3.100000	1.200000	1	2.000495	0.145477
8.000000	0.700000	2.000000	0.700000	0.600000	2.000000	1	1.#INF00	0.404908
4.000000	2.000000	3.100000	2.400000	0.000000	3.100000	15	-1.#IND00	-1.#IND00
2.000000	0.000000	0.700000	0.400000	3.300000	0.700000	1	101638130937929750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000	0.473465
8.000000	0.200000	0.000000	0.600000	3.700000	0.000000	2	1.#INF00	0.500421
3.000000	1.600000	0.800000	0.400000	3.800000	0.800000	1	1.#INF00	0.494510
6.000000	0.000000	0.100000	0.500000	0.300000	0.100000	1	1.#INF00	0.430612
